living_in_m2,bedrooms,grade,price
92.903,1,1,417200
98.47718,2,2,215000
151.43189,2,2,185850
172.79958,2,2,301350
180.23182,3,3,392000
339.09595,3,5,824000
254.55422,2,4,409000
223.89623,3,2,530000
101.26427,2,1,200000
251.76713,3,2,495200
118.91584,2,2,738000
305.65087,3,4,680000
123.56099,2,2,295500
377.18618,3,4,880000
137.49644,2,2,641000
90.11591,2,1,600000
276.85094,3,3,495000
188.59309,2,2,250000
251.76713,3,5,865000
117.05778,1,2,455000
137.49644,2,2,237500
237.83168,3,2,440000
197.88339,2,2,700000
138.42547,2,2,368888
225.75429,3,3,459950
92.903,1,1,159995
258.27034,3,2,315000
144.92868,2,2,273500
96.61912,1,1,343000
201.59951,3,3,377000
116.12875,1,2,370000
255.48325,3,2,750000
202.52854,2,4,621138
124.49002,2,2,265000
117.05778,2,2,449500
264.77355,3,4,540000
213.6769,3,3,380000
142.14159,2,3,317000
142.14159,2,2,370000
249.90907,3,3,469000
161.65122,2,2,269900
366.03782,2,4,933399
178.37376,3,2,210000
136.56741,2,2,300000
92.903,2,2,186375
204.3866,3,3,680000
266.63161,2,4,485000
132.85129,1,3,485000
149.57383,2,2,540000
240.61877,2,2,885000
287.07027,1,5,602500
158.86413,3,2,295000
143.07062,2,2,357500
167.2254,1,2,930000
303.79281,2,5,750000
336.30886,3,3,394000
65.96113,1,2,402000
308.43796,3,4,800000
154.21898,2,2,392500
182.08988,3,2,308000
141.21256,2,2,320000
152.36092,1,2,379500
188.59309,2,3,395000
102.1933,2,2,421000
117.98681,2,2,465000
189.52212,3,2,775000
225.75429,3,2,480000
130.0642,1,3,431750
195.003397,2,2,289950
239.68974,2,3,400000
143.07062,2,2,325500
194.16727,3,3,349950
143.99965,1,2,599000
202.52854,3,2,235000
203.45757,2,3,379900
248.05101,3,4,690000
145.85771,1,4,500000
93.83203,1,1,289000
247.12198,3,3,549995
360.46364,3,2,430000
172.056356,2,2,298900
165.36734,2,3,395000
74.3224,1,1,180000
89.18688,2,1,224975
165.36734,2,4,771000
113.34166,1,2,580000
250.8381,2,3,665000
162.58025,2,3,808250
129.13517,2,2,319000
180.23182,2,2,635000
163.50928,2,2,290000
99.40621,1,4,256950
109.62554,2,1,330000
194.16727,3,2,385000
154.21898,3,2,255000
174.65764,2,2,284000
157.00607,2,2,302500
78.96755,1,2,553500
166.29637,3,2,430000
150.50286,2,2,382880
292.64445,3,4,600000
115.19972,1,3,545000
221.10914,3,3,340000
224.82526,3,2,597400
159.79316,2,2,340000
230.39944,2,2,620000
165.36734,2,3,300000
135.63838,2,3,400000
74.3224,2,1,370000
156.07704,2,2,599950
338.16692,3,5,780000
180.23182,2,3,488000
202.52854,3,2,540000
219.25108,3,3,542126
182.08988,3,2,325000
121.70293,3,2,251200
159.79316,2,2,304000
110.55457,2,2,306000
130.99323,2,3,367500
231.32847,3,3,532500
83.6127,1,2,157340
90.11591,2,1,219900
212.74787,3,4,590000
155.14801,1,2,425000
117.05778,1,3,485000
104.05136,2,1,230000
116.12875,2,2,221000
243.40586,2,3,525000
293.57348,3,3,1137500
361.39267,2,3,430000
130.99323,2,2,255000
146.78674,3,2,300000
304.72184,3,5,734500
314.01214,2,3,435000
154.21898,3,2,560000
222.9672,3,3,450000
193.23824,3,3,330000
91.04494,1,2,550000
96.61912,2,1,258000
241.5478,2,4,625000
274.06385,3,2,455000
92.903,1,3,424950
170.94152,3,2,415000
85.47076,1,3,176000
93.83203,2,2,525000
232.2575,3,2,235000
210.88981,2,5,716000
129.13517,2,2,328500
161.65122,2,2,450000
257.34131,3,2,355000
126.34808,2,2,250000
217.39302,3,3,730000
147.71577,2,2,275000
137.49644,1,3,468000
259.19937,3,4,840000
186.73503,2,3,515000
229.47041,1,3,898000
95.69009,1,1,455000
202.52854,2,3,515700
244.33489,3,2,445000
281.49609,3,3,660000
116.12875,2,2,310000
204.3866,3,3,325000
100.33524,1,3,485000
243.40586,3,3,399963
241.5478,2,3,355500
232.2575,2,3,390000
185.806,2,3,526000
129.13517,1,2,186950
168.15443,2,2,251700
70.60628,2,1,190000
205.31563,3,3,589000
117.05778,2,2,188200
101.26427,1,1,463500
107.76748,2,2,380000
158.86413,2,3,237000
118.91584,1,3,425000
306.5799,3,3,484000
75.25143,2,1,215000
117.98681,2,2,386100
70.60628,1,1,122000
90.11591,2,1,170000
232.2575,3,3,470500
153.28995,2,3,730000
199.74145,3,3,320000
219.25108,2,3,589000
91.04494,2,2,463800
149.57383,3,1,393000
225.75429,3,3,427500
176.5157,2,2,353000
334.4508,3,4,970000
117.05778,2,2,390000
380.9023,3,4,950000
132.85129,2,2,465000
193.23824,2,3,290000
370.68297,3,4,825000
123.56099,2,2,209000
154.21898,3,2,350000
276.85094,3,3,330000
171.87055,3,2,450000
108.69651,1,4,482500
232.2575,3,2,772000
170.01249,2,2,336500
119.84487,3,2,275500
93.83203,2,2,145000
189.52212,3,3,366400
230.39944,3,3,579000
157.00607,2,2,379950
160.72219,3,2,302200
106.83845,3,1,307000
194.16727,2,3,1050000
216.46399,3,2,891000
299.14766,3,4,584950
245.26392,3,2,490000
202.52854,2,2,496000
113.34166,3,2,287500
133.78032,2,2,224000
201.59951,3,3,560000
299.14766,3,3,550000
227.61235,2,3,530000
256.41228,3,3,495000
157.00607,2,2,269000
185.806,2,4,577500
241.5478,3,1,580000
190.45115,2,3,451000
192.30921,2,3,781000
141.21256,3,2,425500
235.04459,3,3,631500
172.79958,3,2,250000
181.16085,3,2,750000
325.1605,3,4,1010000
173.72861,2,3,344950
247.12198,2,3,379000
210.88981,3,2,513000
62.24501,1,2,334000
148.6448,2,3,299950
343.7411,3,4,889950
69.67725,1,1,292500
286.14124,3,2,365000
89.18688,1,1,212625
111.4836,2,2,234000
226.68332,2,3,515000
148.6448,2,2,525000
228.54138,3,4,722500
114.27069,1,2,636000
175.58667,2,3,475000
348.38625,3,5,725000
125.41905,2,2,322500
342.81207,3,4,575000
234.11556,3,3,896000
223.89623,3,4,635000
231.32847,2,4,634000
319.58632,3,3,495000
153.28995,3,2,255000
183.01891,2,4,705000
136.56741,2,1,344950
133.78032,2,2,285000
235.97362,3,3,717000
230.213634,3,3,386000
356.74752,3,4,875000
222.03817,2,4,978000
228.54138,2,4,600000
104.05136,2,2,227950
202.52854,3,2,558000
230.39944,3,4,840000
144.92868,2,2,387500
170.94152,2,2,380000
232.2575,3,3,950000
132.85129,2,2,390000
231.32847,3,4,520000
192.30921,2,3,567000
57.59986,1,1,255000
149.57383,1,2,346500
166.29637,2,2,425000
124.49002,3,3,345950
82.68367,2,2,315000
171.87055,3,2,476100
122.817766,2,2,215000
161.65122,2,2,340000
215.53496,3,3,562500
182.08988,2,2,182000
162.58025,2,3,341000
89.18688,2,1,215000
237.83168,3,3,565000
200.67048,2,3,354000
99.40621,1,2,319950
161.65122,3,2,199950
259.19937,3,4,695000
117.98681,1,2,348000
179.30279,3,2,400000
196.02533,2,3,355000
157.00607,3,2,371000
182.461492,3,4,342000
364.17976,3,4,616200
117.05778,3,1,425000
173.72861,2,2,680000
65.96113,1,2,399950
227.61235,3,3,555000
230.39944,2,2,475000
209.03175,2,2,589000
133.78032,3,2,220000
151.43189,2,2,650000
225.75429,3,2,255000
171.87055,1,2,495000
92.903,1,1,332000
126.34808,2,3,345000
151.43189,2,2,265000
259.19937,3,3,533380
158.86413,3,1,389900
116.12875,2,2,230000
197.88339,3,2,732600
140.28353,2,2,230000
174.65764,3,1,340000
216.46399,3,3,308000
99.40621,2,2,265000
155.705428,2,2,330000
200.67048,2,3,355000
168.15443,3,2,268643
166.29637,3,1,179000
202.52854,3,2,425000
248.05101,3,4,405000
191.38018,2,3,323800
155.14801,2,2,245000
150.50286,2,2,330000
75.25143,1,1,408000
89.18688,1,1,232000
255.48325,2,4,950000
85.47076,2,1,208000
329.80565,3,3,469000
294.50251,3,3,495000
220.18011,2,3,366000
160.72219,2,4,635000
298.21863,3,2,580000
114.27069,2,2,839000
118.91584,2,2,200500
120.402288,2,3,399950
119.84487,3,1,265000
244.33489,3,3,435000
130.0642,2,2,383000
223.89623,2,4,822000
94.76106,2,1,385000
91.97397,1,2,250000
92.903,1,1,115000
105.90942,1,1,582500
187.66406,3,2,356000
137.49644,2,2,595000
129.13517,2,3,560000
248.05101,2,4,657500
216.46399,3,2,500000
107.76748,1,2,375000
118.91584,2,3,478000
230.39944,3,5,420000
110.55457,2,2,230000
116.12875,2,2,175000
324.23147,3,3,830000
232.2575,3,3,372000
199.74145,2,3,580000
188.59309,3,2,545000
95.69009,1,2,595000
170.01249,2,2,300000
189.52212,2,2,335000
145.85771,3,2,356500
182.08988,3,2,490000
363.25073,2,5,961500
90.11591,2,1,209950
302.86378,3,3,568450
332.59274,3,5,765000
130.99323,1,3,658500
177.44473,2,3,300000
204.3866,3,3,376000
183.01891,2,4,599950
101.26427,1,3,149900
358.60558,2,5,903000
185.806,3,2,320000
261.98646,3,4,677000
115.19972,2,2,475000
157.00607,2,3,622000
274.99288,3,3,385000
126.34808,2,2,550000
135.63838,2,2,310000
270.34773,2,2,780000
144.92868,3,2,552500
222.03817,3,3,379750
195.0963,2,2,580000
209.03175,2,3,325000
145.85771,2,3,494000
229.934925,3,2,335900
165.36734,2,4,325000
197.88339,2,2,350000
245.26392,3,3,850000
310.29602,3,4,799000
86.39979,1,1,160000
100.33524,2,2,395000
69.67725,1,1,263500
303.79281,3,5,797500
340.02498,3,4,809950
106.83845,2,1,185000
179.30279,3,2,800000
137.49644,2,2,268000
140.28353,1,2,309950
143.99965,2,2,290000
120.7739,2,2,560000
154.21898,2,2,431000
338.16692,3,3,630000
157.00607,3,2,285900
205.31563,3,3,305000
125.41905,2,2,450000
90.11591,1,2,690000
163.50928,2,3,400000
229.47041,2,4,660000
250.8381,3,4,550000
166.29637,2,2,402200
187.66406,3,2,319000
208.10272,3,2,500000
247.12198,3,3,896000
250.8381,3,4,898000
238.76071,2,4,660000
379.04424,3,4,920000
209.96078,3,3,325000
173.72861,2,2,390000
125.41905,2,2,366000
140.28353,2,2,234950
131.92226,2,3,362000
132.85129,3,2,525000
117.05778,2,2,349500
143.07062,2,2,425000
98.47718,1,2,570000
189.52212,3,2,480000
128.20614,1,2,570500
163.50928,2,2,215000
117.98681,2,2,247000
101.26427,1,1,375000
140.28353,2,2,199000
179.30279,3,2,315000
256.41228,3,3,300000
196.02533,2,3,345950
111.4836,2,1,225205
274.06385,3,2,530000
113.34166,1,1,135000
207.17369,3,2,692500
183.01891,2,2,408000
153.28995,2,2,385000
319.58632,3,5,1050000
179.30279,2,2,432500
254.55422,3,4,438900
133.78032,2,2,450000
150.50286,2,2,370000
183.01891,3,2,410000
157.9351,2,3,550000
133.78032,2,2,269000
321.44438,3,2,808000
118.91584,2,3,340000
139.3545,2,2,485000
239.68974,2,4,802000
120.7739,2,2,315000
130.99323,2,2,352500
330.73468,3,4,835000
90.11591,2,2,339300
220.18011,3,3,495000
171.87055,2,4,535000
159.79316,2,3,675000
234.11556,2,4,849000
176.5157,3,3,675000
183.01891,3,3,323000
172.79958,1,3,462370
147.71577,3,1,365000
130.99323,2,1,700000
278.709,3,2,760000
278.709,2,3,887000
186.73503,2,4,625000
133.78032,2,1,230000
160.72219,2,3,299000
198.81242,3,2,350000
291.71542,3,4,946000
113.34166,2,2,940000
171.87055,2,3,280017
199.74145,3,3,316500
206.24466,2,2,320000
130.0642,2,2,264950
349.31528,3,4,740000
207.17369,2,2,385000
283.35415,2,3,840000
176.5157,2,2,250000
331.66371,3,5,942500
333.52177,2,5,798000
161.65122,2,3,477000
122.63196,2,2,251750
152.36092,2,3,475000
79.89658,2,2,399900
174.65764,3,2,324900
185.806,3,2,284000
132.85129,3,1,440000
113.34166,2,1,253500
176.5157,3,2,257000
92.717194,2,2,324000
257.34131,3,4,804000
190.45115,3,2,629000
144.92868,2,1,525000
156.07704,3,2,268000
167.2254,3,3,522000
212.74787,3,2,326000
148.6448,3,2,265000
108.69651,2,1,145600
238.76071,3,2,705000
243.40586,2,2,635000
235.97362,2,3,775000
222.9672,3,2,338000
58.52889,1,1,396000
182.08988,2,2,300000
219.25108,3,2,397950
156.07704,2,3,308000
93.83203,2,1,165000
75.25143,1,1,325000
157.00607,2,2,265000
136.56741,1,1,249900
154.21898,2,2,295000
163.50928,2,3,310000
214.60593,3,4,760500
80.82561,1,1,170000
140.28353,2,2,227000
100.33524,3,1,425000
196.95436,3,2,329950
319.58632,3,4,549000
196.02533,3,3,981000
134.70935,2,2,430000
131.92226,2,3,615000
111.4836,2,1,250000
126.34808,2,1,630000
182.08988,3,3,474000
126.34808,2,2,223000
183.94794,2,2,660000
305.65087,3,3,965000
201.59951,2,3,907000
241.5478,3,2,270000
91.04494,2,2,133000
244.33489,2,4,665000
105.90942,2,2,460000
207.17369,3,2,375000
170.94152,2,2,301000
81.75464,1,2,425000
101.26427,1,2,685000
228.54138,3,2,247500
114.27069,1,2,343000
122.63196,2,2,300000
137.49644,2,2,175000
281.49609,2,3,525000
251.76713,3,3,450000
130.99323,2,2,418000
192.30921,2,3,560000
249.90907,3,4,340000
161.65122,3,2,515000
118.91584,2,2,216000
129.13517,2,2,450000
149.57383,2,3,630000
256.41228,3,3,765000
94.76106,3,1,200000
222.03817,3,4,360000
137.49644,2,3,598950
314.94117,3,2,439900
91.97397,1,2,179000
157.00607,2,2,467000
137.49644,2,3,275000
284.28318,3,3,399000
170.01249,3,3,610000
194.16727,2,3,717500
157.9351,3,3,616000
305.093452,3,3,460458
301.93475,3,4,699188
325.1605,3,4,775000
142.14159,2,2,257500
261.05743,3,4,750000
138.42547,3,2,570000
221.10914,3,4,875000
132.85129,2,2,552500
206.24466,3,2,680000
186.73503,3,2,364000
87.32882,1,1,265000
205.31563,2,3,685000
215.53496,2,2,737500
106.83845,2,1,350000
136.56741,2,2,337000
295.43154,3,4,499950
84.54173,1,2,520000
150.50286,1,2,750000
157.9351,2,2,300000
129.13517,2,2,232000
107.76748,1,3,415000
287.07027,3,5,844000
202.52854,2,2,389000
234.11556,2,2,750000
113.34166,1,2,655100
212.74787,2,3,753000
325.1605,3,3,865000
145.85771,2,3,415000
99.40621,1,3,382000
104.98039,2,2,400000
213.6769,3,3,610000
162.58025,3,1,240000
131.92226,2,2,270000
102.1933,2,2,178000
242.47683,3,3,535000
112.41263,3,2,175000
122.63196,2,2,243000
104.05136,2,2,320000
206.24466,3,3,652600
106.83845,2,2,410500
324.23147,3,3,414000
131.92226,2,2,205000
145.85771,1,3,998500
176.5157,2,3,512500
157.9351,3,2,215000
183.01891,3,3,395000
173.72861,2,2,285000
94.76106,1,2,279000
111.4836,3,1,249000
189.52212,3,3,289950
186.73503,2,3,462608
340.02498,3,4,1107460
149.57383,2,2,270000
101.26427,2,1,235000
117.98681,2,3,325000
169.08346,2,2,480000
96.61912,2,2,299000
132.85129,2,2,345000
294.50251,2,5,405000
130.0642,3,2,340000
180.23182,3,2,278500
196.95436,3,2,319990
101.26427,2,2,345000
196.02533,3,3,1031000
164.43831,3,2,350000
213.6769,3,3,619000
232.2575,2,4,650000
80.82561,1,1,503000
111.4836,2,1,280000
83.6127,1,1,174000
157.00607,2,2,410000
181.16085,2,1,400000
231.32847,3,3,868500
144.92868,3,1,305000
135.63838,2,1,265800
132.85129,2,2,200000
243.40586,2,3,408000
216.46399,3,2,575000
157.9351,2,1,149000
127.27711,2,2,229000
261.98646,3,2,543200
200.67048,2,3,550000
259.19937,2,3,650000
107.76748,2,2,450000
162.58025,2,2,199000
172.79958,2,2,350000
93.83203,1,2,775000
217.39302,3,3,735000
173.72861,3,2,355000
305.65087,3,4,801000
196.02533,2,4,780000
236.345232,3,4,415000
168.15443,2,3,295000
345.59916,3,4,650000
65.0321,1,1,328000
204.3866,3,2,450000
248.98004,3,3,502000
149.57383,2,2,435000
217.39302,3,2,570000
111.4836,2,2,203000
317.72826,3,4,975000
141.21256,2,2,810000
175.58667,2,2,359950
206.24466,3,2,921000
254.55422,3,3,495000
178.37376,1,3,554000
232.2575,3,3,615000
213.6769,3,3,312500
224.82526,2,3,325000
226.68332,3,2,725000
121.70293,2,2,717000
313.08311,2,5,1065000
304.72184,3,4,706000
176.5157,3,2,200000
115.19972,1,3,374950
261.05743,2,3,607000
116.12875,2,2,233000
209.96078,3,3,540000
198.81242,3,3,230000
189.52212,2,3,857500
151.43189,1,2,500000
212.74787,3,2,580000
106.83845,2,2,415950
194.16727,3,2,210000
108.69651,2,1,216500
138.42547,2,1,226000
175.58667,3,2,520000
143.99965,3,2,510000
237.83168,3,4,838000
362.3217,1,3,1072000
73.39337,1,1,330000
232.2575,3,3,411000
259.19937,3,3,599000
127.27711,2,2,500000
272.20579,2,4,785000
147.71577,2,3,385000
231.32847,3,3,630000
178.37376,3,2,330000
138.42547,2,3,354901
189.52212,3,2,355000
156.07704,2,3,558000
182.08988,2,2,450000
135.63838,2,2,244000
266.63161,3,2,765000
106.83845,2,2,300000
147.71577,2,1,295500
107.76748,2,2,450000
98.47718,2,2,295000
157.9351,2,3,585000
148.6448,2,2,405000
90.11591,1,2,302860
163.50928,2,3,688000
262.91549,2,5,1075000
93.83203,2,2,270000
91.04494,1,2,365000
183.94794,3,3,659000
179.30279,3,3,469500
131.92226,2,2,235000
146.78674,2,2,536000
130.0642,2,2,148226
159.79316,3,3,295700
187.66406,2,2,345000
130.0642,2,2,511555
157.9351,2,2,985000
103.12233,1,1,600000
122.63196,2,2,327000
142.14159,2,2,448000
196.02533,3,3,490000
89.18688,2,2,201000
271.27676,3,3,562500
101.26427,2,2,196000
144.92868,2,2,440000
287.07027,2,5,751000
149.57383,1,2,397000
241.5478,2,3,695000
244.33489,3,2,500000
91.97397,2,2,402500
157.9351,1,3,472500
168.15443,2,2,515000
139.3545,3,2,432500
282.42512,3,4,700000
195.0963,3,2,630000
130.99323,2,2,211000
296.36057,3,3,387500
232.2575,2,3,538500
120.7739,2,2,236000
303.79281,3,5,940000
206.24466,2,5,641250
117.98681,2,2,435010
265.70258,2,4,1010000
165.36734,1,3,631500
95.69009,2,2,252500
143.99965,2,2,440000
188.59309,3,2,275000
112.41263,2,3,640000
136.56741,2,2,376000
194.16727,3,2,619400
287.07027,3,4,1112750
105.90942,1,1,379900
168.15443,2,3,713400
308.43796,2,5,792000
199.74145,3,2,414999
144.92868,1,2,600000
131.92226,1,2,490000
110.55457,2,2,250000
118.91584,1,2,239950
152.36092,2,2,560000
109.62554,2,1,275000
243.40586,2,2,469000
258.27034,3,3,710000
184.87697,2,2,180000
134.70935,1,2,526000
236.90265,3,2,419500
98.47718,1,2,515000
297.2896,2,4,712000
197.88339,2,2,495500
168.15443,3,2,295000
72.46434,1,1,286000
156.07704,2,3,260000
287.07027,3,4,775000
292.458644,3,4,550000
124.49002,2,2,172000
86.39979,1,2,395000
256.41228,3,4,745000
183.94794,3,1,239000
196.95436,3,3,625000
185.806,3,2,284950
176.5157,2,2,520500
129.13517,3,2,234000
341.88304,3,5,935000
195.0963,3,2,420000
242.47683,3,3,350000
84.54173,1,1,533050
270.34773,3,3,590000
92.903,2,2,410988
154.21898,3,1,550000
113.34166,2,1,575000
130.0642,1,3,553000
181.16085,2,2,425000
170.01249,2,2,642450
170.01249,2,2,518000
137.49644,2,3,450000
116.686168,2,2,316750
90.11591,2,1,165000
196.02533,3,2,650000
158.86413,1,2,475000
389.26357,3,4,910000
129.13517,2,2,208800
222.9672,3,3,335000
182.08988,3,2,509000
91.788164,1,2,295000
205.129824,3,3,650000
218.32205,3,2,500000
221.10914,3,2,332000
146.78674,2,1,465000
107.76748,2,3,459000
330.73468,3,4,907687
215.53496,3,2,410000
253.62519,3,2,507000
143.07062,2,1,515000
125.41905,1,3,405500
159.79316,3,2,683000
169.08346,3,2,378950
105.90942,2,2,550000
104.05136,2,2,285000
140.28353,1,3,406500
171.87055,3,2,278000
98.47718,2,1,345000
103.12233,2,2,210000
270.34773,3,3,585000
182.08988,3,2,445000
81.75464,2,1,256000
241.5478,2,2,430000
91.04494,1,2,375000
369.75394,3,4,810000
194.16727,2,2,456500
127.27711,2,1,249950
143.99965,1,2,526000
231.32847,2,4,645000
135.63838,2,3,436000
129.13517,2,2,345000
290.78639,3,3,665000
244.33489,3,3,567000
98.47718,2,2,291850
100.33524,2,1,225000
225.75429,2,3,499900
124.49002,2,2,650000
161.65122,2,2,283000
237.83168,2,3,1085000
161.65122,2,3,470000
93.83203,2,1,254000
184.87697,3,3,661000
203.45757,3,3,450000
175.58667,3,2,378000
110.55457,2,1,260000
209.96078,3,2,525000
277.77997,2,4,785000
106.83845,1,2,425000
317.72826,3,5,840000
305.65087,3,5,783350
163.50928,1,2,500000
307.50893,3,4,644000
232.2575,2,3,575000
171.87055,2,3,678100
178.37376,3,2,480000
118.91584,1,2,364000
267.56064,3,3,560000
222.03817,3,4,359800
139.3545,2,2,606000
154.21898,2,2,288000
111.4836,2,2,390000
175.58667,2,3,325000
153.28995,3,2,752000
129.13517,1,2,370000
155.14801,1,2,325000
212.74787,3,3,660000
240.61877,3,3,569888
134.70935,1,2,557000
263.84452,2,3,440000
130.0642,2,2,335000
151.43189,2,2,400000
204.3866,3,2,259875
144.92868,2,3,465000
105.90942,2,2,257500
138.42547,2,2,237000
238.76071,3,3,287500
318.65729,3,4,780000
202.52854,2,3,415000
180.23182,3,2,306888
245.26392,3,2,360000
225.75429,3,2,506000
130.99323,1,1,260000
161.65122,3,2,600000
219.25108,1,1,370000
166.29637,1,2,721000
194.16727,3,3,489900
84.54173,1,1,305000
180.23182,2,3,295000
177.44473,2,3,293000
146.78674,2,2,350000
174.65764,2,2,562000
130.0642,2,2,235000
135.63838,3,2,239950
150.50286,3,2,425000
215.53496,3,2,666570
217.39302,2,2,345000
86.39979,1,2,550500
202.52854,3,2,405000
168.15443,2,3,252500
130.99323,2,2,465000
290.78639,3,4,762500
114.27069,1,1,349950
138.42547,2,2,184000
105.90942,2,2,309000
248.98004,3,3,499000
234.11556,3,4,525000
193.23824,3,2,520000
138.42547,2,3,391000
344.67013,2,5,998000
115.19972,1,1,412000
254.55422,3,4,476000
355.81849,2,4,865000
199.74145,3,2,229950
95.69009,1,2,230005
145.85771,1,3,506000
157.9351,3,3,225000
71.53531,1,1,315000
94.76106,2,1,216500
89.18688,2,2,550000
289.85736,2,4,855000
239.68974,2,3,665000
307.50893,3,4,658000
179.30279,2,2,825000
354.88946,3,4,920000
235.97362,2,2,325000
197.88339,3,3,310000
134.70935,2,2,419900
191.38018,1,2,213500
85.47076,2,1,125000
130.0642,3,2,485000
227.61235,3,3,735000
73.39337,1,2,439000
165.36734,3,4,1000000
119.84487,2,1,250800
238.76071,2,2,538000
358.60558,3,3,670000
258.549049,2,3,840000
221.10914,3,2,361000
112.41263,2,2,457500
290.78639,3,5,999000
156.07704,3,3,545000
80.82561,1,1,410000
305.65087,3,4,449950
315.8702,3,4,712000
135.63838,2,3,602000
117.05778,2,2,215000
170.01249,2,2,431000
215.53496,2,3,450000
258.27034,3,5,715000
151.43189,2,2,431000
258.27034,3,3,505000
255.48325,3,4,395000
133.78032,1,3,457000
130.0642,1,3,299000
221.10914,3,2,470000
272.20579,3,4,1100000
213.6769,2,3,680000
226.68332,2,2,730000
144.92868,2,1,385000
56.67083,1,1,286000
280.56706,3,3,340000
128.20614,2,3,482000
239.68974,3,3,360000
167.2254,1,2,850000
121.70293,1,2,181000
290.78639,3,5,840000
144.92868,3,2,270000
222.9672,3,3,839000
156.07704,2,2,466000
138.42547,2,2,445000
150.50286,3,2,657500
86.39979,1,2,281000
156.07704,3,2,230000
150.50286,3,2,385000
127.27711,2,4,797000
133.78032,2,3,258950
203.45757,3,2,725000
112.41263,1,1,366000
223.89623,3,2,365000
182.08988,2,3,450000
157.00607,3,2,405000
142.14159,2,2,265000
153.28995,2,3,246000
